revision_timing,nth_revision,sleep_duration,topic_difficulty,study_duration,session_time,S_true,retention_percentage
106.9,4,6.7,8,56,2,189.6,59.41
41.0,3,3.4,4,39,2,93.03,67.55
86.2,3,4.1,1,105,2,132.52,48.81
230.1,0,7.3,7,35,0,23.2,1.53
9.1,0,7.8,8,63,1,22.02,63.76
57.0,0,5.3,7,65,1,20.2,0.74
54.3,2,6.2,2,110,0,104.39,56.19
188.2,1,6.9,10,43,0,32.32,0.0
204.0,1,7.4,4,38,2,43.91,2.79
56.2,4,3.9,6,77,0,186.08,77.97
13.9,4,5.3,8,72,1,205.61,88.31
77.4,4,6.1,3,140,0,334.16,80.56
5.9,1,7.4,8,61,0,42.6,82.95
73.3,2,9.7,4,104,0,104.72,51.86
116.2,0,6.2,9,98,3,17.52,0.0
23.7,0,4.7,4,38,2,15.91,18.86
48.3,0,7.0,9,23,3,16.64,8.29
27.5,1,8.2,2,48,1,53.12,57.53
28.1,1,6.6,6,86,0,43.48,51.29
18.3,3,5.3,5,110,1,145.44,80.41
69.4,0,7.7,5,5,1,21.89,7.51
132.6,3,7.4,3,35,2,149.78,44.13
136.1,1,5.2,6,68,0,41.61,3.82
9.7,0,7.0,3,78,1,29.88,66.93
100.2,1,7.8,5,32,0,45.94,15.53
64.7,0,8.0,4,39,0,27.52,7.19
14.5,2,6.4,9,20,2,50.72,73.55
3.8,1,6.0,1,123,1,59.14,100.0
15.5,0,8.1,3,63,1,28.79,55.9
117.3,0,4.9,3,39,1,17.64,2.73
48.6,1,7.1,5,100,1,50.46,40.13
61.8,4,4.7,3,63,2,189.2,73.5
14.8,1,7.9,5,109,3,45.32,73.13
61.5,3,6.2,8,117,3,111.68,58.97
1.9,2,8.1,6,32,2,69.7,98.26
23.1,5,7.1,5,104,0,577.32,95.9
47.8,3,4.9,2,102,2,123.0,73.09
8.1,2,8.4,6,72,1,80.55,85.84
83.6,2,8.5,3,75,0,103.78,48.26
13.4,4,7.6,7,61,2,231.72,97.26
51.2,1,5.5,4,28,0,41.8,31.82
25.4,1,6.1,5,27,3,32.11,49.24
44.0,0,6.7,4,125,1,27.27,19.6
6.0,3,5.6,8,63,2,107.22,88.02
1.3,3,8.7,2,49,2,165.64,98.97
115.8,0,6.7,5,77,3,20.31,0.0
15.6,2,3.0,3,38,2,54.71,72.63
82.7,1,6.9,6,45,2,34.87,4.98
352.8,0,6.0,8,58,0,20.42,0.0
11.9,6,6.4,5,41,1,716.17,96.26
15.3,0,6.0,5,73,0,24.68,45.48
52.7,0,7.5,8,53,2,20.61,10.2
162.0,2,8.0,5,73,1,85.16,22.69
119.3,3,6.9,5,77,2,129.23,41.85
34.0,0,6.1,5,99,0,26.26,26.69
76.6,2,6.4,6,48,0,71.17,33.89
7.5,1,6.5,2,31,2,42.36,82.3
182.5,0,5.5,7,169,0,25.55,0.39
160.5,0,7.3,5,109,0,30.9,0.43
9.1,2,7.1,2,19,0,95.4,87.96
17.6,0,8.5,7,180,3,23.95,53.84
5.6,5,8.1,4,40,2,463.42,93.59
15.7,3,5.6,2,53,1,151.61,92.68
81.7,6,7.6,6,28,0,814.07,90.1
23.3,0,5.3,8,60,0,20.53,38.79
4.9,6,7.4,8,41,2,679.22,100.0
20.6,1,5.8,9,29,2,28.9,47.76
191.7,1,5.2,8,25,0,33.66,0.0
48.2,0,6.9,1,36,0,28.72,18.81
26.3,0,3.0,4,81,0,19.97,22.8
9.2,2,4.2,7,74,2,48.18,79.93
206.0,1,6.3,4,32,2,37.56,0.0
83.0,0,6.6,6,47,0,21.91,0.0
16.4,2,6.0,6,91,0,79.19,81.62
4.0,0,4.4,4,48,0,18.38,81.49
3.3,2,5.4,8,111,3,61.22,87.82
6.7,1,7.0,5,159,0,58.68,88.73
42.2,3,7.3,5,36,2,133.76,74.92
127.3,3,6.5,10,39,2,92.08,24.53
33.5,1,8.0,5,119,1,52.67,50.72
89.4,1,7.0,3,47,0,53.7,17.48
28.8,1,5.5,5,94,0,46.73,52.1
59.7,3,6.1,7,63,2,112.51,56.6
63.7,1,4.7,7,51,2,25.26,8.64
9.7,0,6.4,7,79,2,20.07,69.75
22.0,0,7.9,6,120,1,27.8,42.73
49.2,1,7.4,4,102,0,57.91,41.65
4.0,1,8.3,8,55,3,34.18,88.78
22.0,3,6.1,8,64,2,107.5,79.09
37.2,0,8.2,3,95,0,33.6,36.89
268.3,1,6.2,3,66,3,39.95,0.0
31.4,3,8.4,9,129,2,137.39,77.71
81.8,3,6.5,8,12,1,97.32,46.01
27.7,1,7.4,8,38,2,35.66,44.96
76.9,1,8.4,8,75,2,39.21,11.2
43.9,1,6.2,5,44,2,36.68,31.75
105.0,5,6.8,6,122,0,495.58,84.08
25.9,0,8.2,5,39,0,26.01,37.68
45.0,5,6.3,2,60,3,440.1,87.48
48.2,2,4.8,7,36,0,49.15,39.1
26.4,1,9.3,5,54,1,45.1,54.28
8.0,0,5.9,6,18,1,18.74,67.86
5.2,1,6.7,5,24,1,36.18,91.8
1.3,1,8.0,5,155,2,52.16,88.42
99.8,0,5.7,3,58,3,21.75,1.41
13.5,2,5.2,4,46,0,78.98,78.21
11.9,6,6.8,3,28,0,838.29,100.0
64.4,2,4.2,3,31,0,60.39,32.79
19.0,2,6.1,9,145,3,61.41,76.0
34.4,0,6.8,3,60,2,23.85,23.51
9.0,1,6.1,4,101,0,50.24,80.79
154.7,0,4.5,6,6,2,13.03,0.0
92.1,2,8.6,6,41,3,65.46,30.04
96.2,5,6.6,3,134,2,534.65,86.88
25.6,2,8.4,7,42,3,62.4,73.15
69.5,0,6.2,7,30,0,19.9,3.23
8.0,1,5.4,3,72,2,44.24,84.46
0.9,2,6.8,4,22,1,68.51,97.76
1.5,1,6.2,9,19,2,28.1,93.8
42.9,3,5.0,7,122,2,129.26,68.11
29.7,3,8.4,6,36,2,126.82,79.42
35.5,2,5.7,2,79,2,86.3,63.51
0.9,1,4.1,5,148,0,38.27,99.22
26.9,0,8.2,5,58,1,25.31,35.15
61.3,0,5.8,3,78,3,22.86,7.85
28.6,1,5.7,5,18,3,31.3,45.97
63.7,1,4.2,6,34,0,28.56,10.62
13.2,2,8.8,4,133,0,111.66,91.5
81.0,2,4.8,7,46,0,50.48,27.28
43.1,0,6.6,7,25,2,17.44,13.02
11.9,1,7.7,4,76,2,48.4,82.24
13.5,0,7.0,7,112,0,28.04,60.72
48.0,0,6.4,2,42,1,25.26,15.75
85.5,3,4.3,7,76,2,87.15,32.88
26.3,0,5.4,3,93,2,25.85,37.9
14.8,1,6.7,2,51,1,46.55,73.73
97.3,0,5.5,6,47,1,20.28,0.91
53.6,4,6.8,5,145,1,275.56,85.92
29.0,2,7.4,8,26,0,69.87,61.8
32.6,0,7.8,4,61,1,26.98,35.6
11.5,1,4.9,4,54,2,29.87,71.2
47.8,3,9.4,5,53,3,128.26,68.64
21.8,5,7.5,5,90,2,496.75,95.19
261.5,0,6.5,4,79,2,23.55,1.68
31.9,4,7.9,6,67,0,278.38,94.5
32.4,5,9.6,7,19,1,388.2,92.35
40.5,4,4.6,8,32,0,150.11,76.86
119.8,2,6.2,9,49,0,61.75,14.43
77.9,2,3.4,4,60,2,54.6,30.25
29.3,1,6.8,6,132,3,39.31,46.17
61.4,3,7.0,4,59,0,169.1,69.45
42.9,1,6.4,6,87,1,40.35,39.66
33.0,2,5.6,5,55,2,67.94,62.04
10.8,1,3.8,10,84,0,26.88,70.89
30.4,3,7.0,6,57,1,139.62,77.24
14.0,3,8.4,9,29,2,107.67,87.09
118.7,0,5.7,7,78,2,20.02,5.46
20.1,3,7.1,8,73,0,142.22,84.45
146.5,1,4.5,7,22,1,24.32,0.0
37.1,3,7.1,5,55,2,140.64,77.71
48.4,1,6.0,4,54,1,41.49,27.68
38.1,1,5.5,4,40,0,43.19,39.94
7.2,4,5.5,1,28,2,262.18,97.69
23.1,0,6.0,5,65,0,24.2,38.66
5.5,3,7.0,5,125,2,165.99,100.0
47.3,1,4.8,5,82,0,34.06,30.34
28.9,1,6.0,9,20,3,25.83,29.67
72.7,1,6.4,8,120,1,39.43,16.21
12.5,2,5.1,3,111,0,98.2,90.41
9.1,1,8.8,4,41,0,49.8,88.61
25.5,0,5.4,5,21,0,21.53,33.1
125.9,0,5.6,4,42,3,19.65,1.18
60.0,0,5.2,7,44,3,16.84,5.17
26.6,6,8.8,5,23,1,783.99,99.02
35.5,6,7.2,5,64,1,874.2,92.77
4.7,1,5.3,8,35,2,30.76,86.5
200.7,2,7.9,7,26,3,59.74,8.58
53.2,1,6.8,3,48,1,43.35,28.59
16.6,2,6.8,6,123,1,78.85,81.47
42.8,3,6.1,5,91,1,139.2,72.68
6.1,5,5.5,4,72,2,437.52,90.52
162.6,1,6.9,2,41,0,48.97,3.69
9.7,3,5.8,5,23,2,112.22,92.78
50.6,0,8.9,4,28,1,24.73,11.13
14.0,7,4.8,4,88,2,1105.13,94.7
61.2,0,8.5,6,35,0,24.4,5.06
72.5,2,6.4,7,61,1,64.78,35.33
54.2,2,6.9,3,72,1,82.94,58.93
46.3,2,7.6,1,20,2,91.0,64.96
107.5,0,5.7,7,56,0,21.32,0.0
4.4,5,7.6,1,69,1,629.48,100.0
19.8,0,3.0,9,141,1,16.15,27.03
14.2,2,5.6,6,60,1,67.97,79.11
212.9,0,5.3,4,85,2,23.9,0.0
24.2,1,4.9,3,42,2,30.72,47.96
63.8,1,6.2,1,97,2,53.54,33.73
55.9,1,7.0,3,24,0,50.45,32.68
11.9,0,7.4,3,73,2,28.33,65.42
13.6,0,6.8,6,62,1,21.08,54.09
16.4,1,5.6,3,106,0,53.94,75.77
25.9,3,7.0,5,72,0,165.15,89.6
13.3,4,6.7,6,50,0,231.79,89.93
1.5,0,7.7,4,97,2,28.27,94.9
102.0,1,7.5,1,72,2,57.99,13.49
162.3,0,6.5,1,30,2,25.11,0.0
20.6,0,5.3,1,52,1,27.74,46.8
20.3,2,5.7,7,28,1,59.36,70.87
0.8,2,5.8,4,68,0,83.56,96.25
55.2,0,6.1,7,73,0,22.25,3.16
84.3,0,6.8,5,129,1,26.01,0.0
8.1,0,7.4,5,51,0,26.85,73.5
8.8,3,6.4,5,46,0,134.4,92.15
75.4,6,6.5,6,21,1,642.76,86.57
46.5,0,6.7,4,51,2,21.95,16.66
2.7,0,5.8,2,48,3,22.58,85.72
47.3,4,5.3,5,60,3,204.39,84.3
18.2,5,4.2,4,47,2,307.9,99.94
22.6,1,5.6,5,47,1,38.51,48.78
71.0,0,7.1,6,60,2,23.16,4.99
80.5,0,5.6,5,53,2,20.86,0.71
25.0,2,6.2,6,47,0,70.98,60.12
141.6,1,7.1,5,46,1,44.17,0.0
25.5,0,7.2,7,150,2,26.12,40.39
71.4,2,5.1,6,45,1,65.38,40.62
32.2,0,7.8,5,49,1,24.73,30.36
109.9,3,8.0,6,18,1,125.67,42.84
114.9,1,5.0,8,97,0,40.42,5.75
4.9,0,5.4,5,11,1,19.37,83.54
132.8,2,8.0,5,31,0,82.47,27.5
84.3,1,6.3,7,76,0,40.35,10.32
75.7,6,3.6,6,16,0,513.29,79.29
11.3,1,4.7,2,38,2,32.38,63.2
79.0,0,6.2,8,55,0,20.27,6.65
91.6,2,5.0,1,53,1,90.12,36.03
16.9,0,6.0,7,37,0,20.28,44.1
146.5,4,6.5,7,86,3,196.42,41.17
3.0,1,8.4,9,88,0,43.47,90.7
8.3,1,6.1,2,77,1,49.7,83.59
37.5,0,7.9,6,43,3,20.31,16.51
41.7,1,8.4,5,61,2,44.08,37.43
50.2,3,8.4,4,40,0,160.91,69.57
1.3,3,6.9,2,176,2,175.81,96.52
155.4,0,3.9,5,67,1,16.89,4.24
2.7,0,7.1,5,43,1,24.34,90.36
7.9,3,7.9,2,159,0,227.45,98.73
1.2,5,6.4,6,46,0,412.86,96.56
40.7,0,8.8,7,66,2,22.35,5.85
129.7,1,7.6,7,86,1,44.01,3.42
53.1,1,7.2,8,41,1,37.44,21.18
83.5,4,7.9,5,39,2,242.72,72.11
1.1,0,6.9,9,95,2,18.98,100.0
38.0,0,3.3,8,86,0,16.41,12.31
30.0,3,5.9,4,86,2,139.7,90.25
33.7,0,8.1,3,73,0,31.87,36.73
4.1,1,5.5,5,149,2,45.36,89.15
55.9,1,6.2,5,58,2,38.04,24.22
34.1,1,5.1,5,34,3,32.73,41.51
70.0,1,8.8,6,27,0,42.96,26.01
32.4,1,8.7,7,45,0,42.89,44.96
8.3,0,5.4,5,5,0,20.55,67.66
13.1,4,3.5,7,75,2,156.49,88.92
37.0,3,4.1,5,67,2,94.56,63.37
33.8,0,4.1,7,74,3,13.63,7.11
30.2,3,5.2,6,110,0,148.93,78.58
0.5,4,5.7,3,73,3,237.07,98.03
3.8,2,5.3,5,74,2,71.27,93.04
4.0,2,4.4,3,71,1,62.05,92.88
6.4,5,6.5,9,130,0,436.4,99.97
492.3,0,7.3,5,79,3,23.47,1.2
13.8,0,6.0,7,15,0,19.07,47.13
1.0,4,6.1,5,87,2,238.27,100.0
28.2,1,4.9,10,63,2,22.69,19.59
49.5,2,3.8,7,82,1,51.17,33.22
13.2,1,8.0,8,10,2,32.97,62.07
17.9,1,3.2,9,75,3,22.39,43.44
308.7,3,7.9,3,148,1,197.67,26.14
120.8,1,6.2,9,99,3,31.61,2.67
14.2,2,5.4,2,82,2,86.93,89.89
6.2,4,6.8,8,58,0,214.39,100.0
51.9,8,3.6,4,102,3,1884.05,99.33
9.9,0,8.5,5,54,0,27.06,74.03
22.2,2,2.9,3,51,2,41.53,65.3
255.4,2,3.5,8,122,1,53.47,1.4
28.8,0,7.9,5,49,3,21.76,21.92
92.0,2,8.5,7,99,3,71.88,25.72
17.4,3,6.7,5,137,0,165.34,89.42
6.0,5,4.5,8,137,2,306.79,100.0
23.0,5,7.9,6,40,0,467.28,91.02
13.0,4,6.6,4,41,1,233.83,88.82
6.8,1,7.5,6,98,0,51.43,87.29
12.6,3,4.7,4,88,0,118.43,81.23
73.1,2,7.0,10,120,0,80.58,36.99
59.9,0,4.4,6,88,2,16.18,2.63
28.9,0,7.2,7,39,0,23.45,30.26
52.2,5,6.6,10,60,0,354.56,82.71
0.5,1,5.8,3,70,0,49.52,95.26
2.3,2,6.5,8,146,3,64.3,99.53
38.5,2,8.3,10,115,2,70.84,63.34
1.8,1,6.1,3,48,0,46.82,92.22
67.4,3,4.9,1,127,3,127.58,59.85
278.0,2,3.0,5,180,2,61.24,0.0
25.3,0,3.5,7,58,0,16.07,21.34
84.1,3,4.4,6,126,2,102.87,41.78
16.2,2,4.8,6,102,2,54.16,73.08
14.9,2,6.3,9,50,3,50.44,77.19
50.1,9,6.3,4,131,3,4822.94,98.6
63.4,0,5.7,4,68,1,23.88,2.56
63.4,1,8.2,4,171,3,50.58,30.3
35.4,3,2.4,9,56,1,57.64,55.35
1.7,1,8.4,5,31,1,42.42,89.76
52.6,7,7.9,8,57,2,1274.85,92.4
15.8,4,5.6,10,103,1,202.33,94.39
9.4,1,4.8,4,32,0,31.7,64.68
58.6,6,6.9,5,19,3,593.19,88.11
11.7,3,7.2,9,63,3,107.96,93.06
37.0,1,6.9,6,41,3,31.62,25.22
101.7,7,10.0,2,83,1,1972.4,90.59
21.0,1,6.1,5,48,2,37.07,58.51
3.2,4,6.6,8,106,3,196.12,93.58
0.5,3,5.7,2,66,0,169.25,100.0
162.4,4,5.7,6,75,1,228.61,48.09
31.8,2,6.1,9,85,2,60.05,64.3
355.1,2,5.8,5,39,3,59.71,0.0
38.3,0,6.7,5,98,2,23.29,14.42
3.5,4,4.7,8,180,2,170.44,99.05
130.2,0,8.1,7,95,0,26.97,0.0
17.3,1,5.1,8,85,1,36.39,71.66
11.0,1,4.5,7,32,0,27.01,67.56
58.1,6,5.6,10,46,1,569.9,85.25
3.6,0,4.9,5,59,2,15.89,90.1
197.7,6,7.5,1,127,3,1140.83,81.95
6.5,0,7.7,6,84,0,27.64,77.27
70.0,4,6.9,4,47,1,237.58,73.65
71.2,0,4.2,7,84,0,17.14,6.0
39.6,5,8.2,8,31,3,336.66,85.37
5.2,3,4.5,7,110,2,94.39,93.48
3.3,6,7.8,8,38,3,617.63,100.0
7.1,0,8.6,6,22,3,19.18,66.13
1.6,1,4.9,7,128,0,34.1,87.12
92.8,2,5.1,5,111,2,77.74,23.76
2.0,0,9.2,7,61,2,22.07,79.24
170.5,0,4.9,5,23,2,14.43,4.71
112.6,5,5.7,4,110,2,478.53,75.59
181.9,3,6.1,7,111,3,115.63,20.28
1.6,1,6.7,6,180,0,48.38,100.0
33.5,1,5.7,9,141,0,41.87,46.04
12.0,4,4.9,5,51,2,163.4,95.27
135.0,2,10.0,4,154,0,111.74,27.08
57.0,1,6.2,8,101,3,33.24,12.93
118.5,4,8.9,7,122,1,278.72,61.52
7.7,0,5.9,4,70,2,23.04,70.53
40.9,1,5.2,9,123,1,37.91,39.6
1.9,2,4.1,5,95,0,63.23,95.76
24.5,4,7.7,3,105,1,334.21,89.56
17.4,2,6.5,7,113,0,79.19,80.46
103.1,6,3.0,4,88,0,690.71,82.25
145.6,0,7.3,5,132,2,28.9,3.96
6.9,9,4.4,10,83,1,2735.9,100.0
101.9,8,5.2,7,131,2,2490.72,94.85
281.2,4,5.6,7,51,2,196.39,23.76
0.5,5,7.5,6,48,3,388.91,100.0
25.5,5,7.4,7,83,3,403.67,92.67
617.6,0,4.9,7,108,2,16.11,0.0
7.6,6,6.2,5,31,1,697.04,100.0
17.5,3,4.7,10,164,3,79.34,83.82
53.1,2,6.2,9,66,0,64.49,42.89
5.4,8,5.5,10,76,1,1992.52,91.45
45.6,1,5.6,6,180,0,48.38,39.85
48.3,9,6.3,5,180,2,4998.65,99.8
26.7,9,8.6,6,145,3,4996.19,99.33
57.6,6,5.7,9,52,2,580.7,90.52
720.0,1,5.7,7,56,1,35.53,0.0
64.6,0,7.4,7,180,1,27.21,5.93
16.4,1,6.9,1,66,0,55.89,66.32
1.6,6,7.5,7,180,2,888.5,100.0
75.4,4,5.2,8,101,2,211.51,71.86
23.6,1,7.7,7,60,2,39.63,51.58
61.3,1,7.4,6,99,3,42.0,26.53
60.6,2,7.2,5,120,0,102.61,53.71
9.9,1,6.8,9,180,0,41.87,81.26
11.4,6,8.2,7,55,3,677.74,99.53
68.4,1,5.3,5,96,2,41.73,14.89
34.7,1,5.4,4,66,2,41.06,40.03
22.1,2,5.1,3,46,3,68.31,69.39
368.5,2,5.5,7,74,3,58.89,0.0
28.9,2,7.6,6,164,2,89.03,82.17
14.8,5,7.8,5,51,2,450.99,98.91
53.7,1,4.2,5,89,0,34.64,18.77
57.9,7,5.2,5,31,2,1204.48,97.69
30.0,4,4.3,8,20,1,134.43,75.83
14.1,1,8.3,8,80,2,39.69,70.2
2.1,3,5.7,5,92,2,133.95,99.33
1.6,9,5.8,3,92,2,5115.41,97.7
2.0,6,7.0,7,83,2,792.66,96.73
6.0,3,5.2,5,53,0,136.88,96.52
62.4,0,4.3,4,111,0,21.42,0.5
9.6,1,5.8,5,90,1,42.86,83.61
69.5,1,8.2,1,153,3,61.21,31.15
340.0,3,7.4,6,94,2,146.74,12.31
34.8,2,5.8,2,180,0,109.88,71.82
26.4,1,6.8,6,180,2,43.01,48.67
258.5,1,6.1,8,93,3,32.63,0.0
27.0,0,7.1,9,93,3,19.91,24.19
7.8,4,5.3,7,94,0,245.65,96.94
285.6,1,6.9,6,74,3,34.41,0.0
14.0,0,6.4,6,45,0,21.79,58.64
3.2,1,4.8,4,78,0,35.69,88.5
40.4,0,7.4,2,49,2,28.4,25.52
49.3,4,6.0,7,129,0,265.77,81.86
70.4,1,5.7,10,73,3,28.43,12.61
6.4,0,8.0,6,117,0,29.83,81.52
17.1,1,6.0,8,35,0,34.6,66.81
63.2,6,4.6,6,131,3,555.91,89.61
35.3,3,5.3,8,46,3,94.07,69.97
16.5,4,6.9,9,39,2,173.18,87.29
272.6,6,4.5,4,180,3,623.35,61.43
42.9,5,5.5,7,101,3,366.2,89.55
71.8,4,5.7,5,134,1,275.56,73.39
19.0,1,8.0,7,67,1,42.02,61.78
219.8,2,4.4,6,81,2,51.55,0.6
5.5,1,6.2,5,118,2,43.87,93.87
0.5,1,6.6,9,145,2,37.22,99.42
0.6,2,5.0,3,76,2,80.41,100.0
128.0,0,8.5,4,90,2,27.81,0.0
81.2,5,5.9,7,101,0,449.42,85.09
20.0,2,8.2,4,42,0,89.87,74.72
5.9,5,6.7,5,119,2,461.55,100.0
4.1,0,4.7,7,57,3,13.06,72.12
50.1,0,5.6,6,76,2,20.96,14.97
338.4,2,7.2,9,66,0,74.17,1.4
59.5,3,4.5,8,180,0,106.53,61.31
94.8,3,5.2,7,57,2,110.81,43.36
43.3,5,5.8,4,29,2,391.1,93.1
5.8,4,4.3,5,49,2,162.55,96.37
1.0,3,10.0,4,65,0,171.69,93.86
27.4,2,8.8,7,38,1,70.15,67.21
119.9,2,9.8,5,125,2,92.22,39.38
23.9,2,6.9,5,32,0,71.91,77.17
0.9,4,5.4,6,85,0,252.95,98.75
136.8,1,6.2,6,117,1,43.23,5.82
0.5,5,6.7,7,129,1,442.96,93.53
12.5,1,2.9,8,54,3,16.31,40.85
59.7,1,5.3,7,94,0,42.12,26.2
107.4,4,9.1,8,110,1,258.62,62.48
4.7,3,7.4,7,34,3,109.93,97.77
2.3,4,5.3,1,81,0,338.22,92.28
29.6,4,4.8,5,91,2,180.41,83.31
1.2,1,3.7,8,38,0,26.16,84.06
11.8,2,4.8,10,180,3,44.08,79.14
20.8,2,4.2,5,124,0,67.51,70.31
146.2,2,7.0,6,70,0,86.56,17.76
6.8,0,5.8,7,81,2,20.17,64.48
1.1,0,7.9,4,170,3,28.1,98.04
122.0,1,5.2,5,105,1,44.38,16.99
22.0,9,4.1,5,23,1,2981.9,100.0
51.5,0,4.6,4,74,3,16.0,8.77
5.1,3,7.7,6,116,2,154.3,100.0
7.3,2,6.6,4,105,1,84.51,96.39
39.2,0,4.8,5,94,1,18.03,8.0
15.0,2,6.5,4,117,1,86.82,82.16
1.5,0,5.3,7,57,1,19.79,83.92
21.9,3,6.7,5,65,2,125.45,78.33
4.7,4,5.7,7,122,3,213.28,93.31
76.4,6,5.1,10,133,2,672.59,98.49
72.4,2,7.1,10,40,2,58.99,29.19
32.5,5,4.3,7,46,3,239.87,86.19
0.5,0,7.8,6,77,3,22.15,100.0
121.5,5,7.8,7,63,3,384.28,75.0
1.0,0,8.5,10,59,0,21.52,95.51
163.0,1,6.1,6,83,1,39.97,9.49
12.4,4,7.6,5,77,2,267.5,93.39
32.5,3,7.8,1,94,1,206.35,80.56
171.3,2,7.9,5,180,2,93.9,17.74
28.5,4,5.6,6,66,3,196.75,81.82
13.3,1,2.0,3,142,0,31.51,66.78
29.5,6,5.7,2,137,1,1068.05,91.82
337.8,1,5.7,5,97,3,38.34,1.97
72.8,1,9.7,7,123,1,47.9,22.83
16.0,1,3.8,5,57,1,29.64,54.42
5.8,4,2.0,7,46,3,97.72,99.63
22.9,1,5.1,8,87,0,39.49,49.06
118.9,3,8.9,7,80,0,151.8,38.88
48.3,5,8.5,4,63,0,553.47,93.04
44.0,9,7.3,8,98,3,4184.01,96.18
8.2,5,6.6,1,52,0,566.18,100.0
207.4,5,6.8,8,80,1,377.41,53.95
2.4,1,8.6,4,69,3,43.61,98.45
64.0,1,6.6,5,29,1,36.69,23.82
27.4,5,6.4,1,111,0,652.87,95.83
21.1,8,3.9,2,80,1,2298.74,97.77
26.2,1,5.0,7,107,0,43.4,55.73
63.2,6,8.0,6,71,2,809.73,90.5
202.2,3,6.5,5,69,1,131.99,18.36
413.4,2,5.3,6,53,1,66.76,0.0
138.3,2,6.1,6,125,3,69.7,9.96
11.5,8,3.9,4,50,3,1659.0,88.29
28.0,1,6.3,1,115,2,55.78,52.11
23.7,0,3.8,5,57,1,16.47,24.22
253.2,2,7.7,6,100,3,75.78,7.16
21.9,3,8.1,7,171,3,139.65,85.07
55.1,2,7.9,8,35,3,58.36,30.78
22.3,4,5.8,5,37,2,209.93,89.02
214.9,0,3.0,9,11,2,11.44,5.95
14.7,6,6.9,7,81,3,628.8,100.0
92.3,2,9.3,3,45,1,89.03,32.66
0.5,0,5.4,10,127,1,20.33,99.8
0.5,9,5.4,6,64,0,4539.73,99.31
45.6,0,6.0,8,119,1,21.86,8.09
14.7,4,8.6,5,70,2,262.93,100.0
122.1,2,4.2,8,24,0,45.32,16.28
25.2,1,4.5,3,136,1,39.79,50.26
33.2,2,5.0,7,19,1,57.88,58.61
268.0,1,8.2,3,59,3,45.14,3.11
124.5,0,5.6,6,59,3,18.41,0.63
24.5,1,4.9,3,164,0,42.97,62.13
22.6,3,6.0,5,101,1,142.48,89.87
133.3,6,6.9,6,86,3,669.38,78.52
50.9,3,3.0,6,81,2,92.79,52.78
219.5,4,4.1,7,70,2,154.57,16.19
235.7,4,10.0,4,55,3,245.48,39.53
319.6,0,6.3,10,106,1,19.41,0.19
13.4,7,9.2,4,80,2,1662.36,100.0
26.2,4,3.4,5,54,2,164.68,83.71
213.4,1,7.7,8,47,0,41.09,0.0
17.0,4,7.0,7,123,2,268.15,91.82
110.9,1,4.7,8,69,0,28.35,4.32
506.2,0,7.5,5,117,0,31.46,1.58
32.6,0,4.9,5,79,0,18.79,11.76
108.8,0,2.1,2,74,0,16.28,3.04
40.3,2,4.7,5,34,3,44.18,38.56
5.2,3,6.0,6,164,3,127.73,97.63
97.1,2,7.7,5,65,1,83.49,36.6
29.3,2,4.4,7,102,3,47.2,49.68
10.4,1,5.6,8,41,0,35.16,72.15
79.6,2,4.2,8,180,0,59.18,31.1
24.6,1,7.1,8,43,1,37.64,55.27
59.1,2,6.9,3,142,0,103.13,57.01
22.2,1,5.6,5,73,1,41.14,62.03
6.9,6,6.3,7,61,2,652.85,100.0
230.7,4,6.1,8,140,3,208.32,26.89
35.8,0,9.0,8,161,2,24.9,16.92
114.0,2,8.3,3,180,3,96.64,29.73
0.5,6,9.2,8,103,2,791.71,98.82
44.5,2,4.5,3,180,3,63.03,50.05
207.3,1,6.6,3,168,2,50.93,3.74
371.4,3,6.9,6,110,2,132.38,9.57
143.2,1,8.1,5,53,1,44.98,6.87
332.8,4,5.0,8,117,2,219.3,20.54
15.7,4,5.8,6,132,3,229.26,78.21
68.7,3,3.7,10,84,2,77.41,36.21
16.1,4,4.9,5,86,3,163.42,97.17
19.6,0,7.5,6,33,2,21.57,52.84
22.8,1,7.6,6,88,1,46.52,63.25
12.4,1,4.6,6,46,0,29.5,64.94
93.0,0,4.1,10,40,1,12.37,0.0
8.3,4,5.7,9,66,2,185.74,93.72
11.0,3,5.0,7,55,1,114.83,91.11
7.5,0,8.8,7,61,2,22.07,77.08
49.6,1,5.1,6,125,1,44.0,27.13
132.6,3,7.3,7,102,3,130.28,33.63
46.1,3,7.5,10,70,1,119.49,78.41
87.3,3,7.3,6,102,3,137.03,52.68
3.0,6,4.8,5,77,1,588.78,90.51
4.3,0,4.6,6,104,3,15.39,71.3
463.0,1,5.3,7,57,1,35.62,0.0
5.9,0,6.1,7,49,0,20.94,73.3
3.8,4,4.9,7,180,3,163.94,90.24
23.0,0,7.1,5,136,1,30.19,44.88
28.7,0,6.5,4,180,2,26.66,34.16
18.7,2,7.9,3,50,0,97.43,74.87
0.5,0,5.7,7,45,3,16.88,93.5
189.0,2,8.1,3,53,0,98.19,21.91
135.6,8,6.5,3,140,3,2858.23,94.52
2.5,6,4.7,7,123,0,637.45,100.0
99.0,0,8.6,7,97,1,25.09,5.17
49.6,1,5.8,6,87,2,38.74,33.16
66.3,1,6.4,5,116,2,43.68,19.39
101.8,0,8.8,3,62,2,27.57,1.06
5.6,5,5.1,5,102,1,462.71,94.28
14.4,3,6.7,1,180,0,211.63,98.73
